configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5171066,3.575
1,tiff,1,1,0,1,5171067,3.383
10,png,1,0,1,1,5171069,3.382
11,png,1,0,0,1,5171065,3.347
12,png,0,1,0,0,32222157,13.563
13,png,0,0,0,0,32222160,13.639
14,png,0,0,0,1,32222158,13.498
15,png,0,1,1,0,32222162,13.568
2,tiff,1,0,1,1,5171069,3.348
3,tiff,1,0,0,1,5171069,3.338
4,tiff,0,1,0,0,40404753,3.823
5,tiff,0,0,0,0,40404753,3.847
6,tiff,0,0,0,1,40404754,3.822
7,tiff,0,1,1,0,40404746,3.862
8,png,1,1,1,1,5171061,3.347
9,png,1,1,0,1,5171065,3.399
