configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612716,1.489
1,tiff,1,1,0,1,1612684,1.356
10,png,1,0,1,1,1577756,3.123
11,png,1,0,0,1,1577743,3.107
12,png,0,1,0,0,2357335,5.033
13,png,0,0,0,0,2357336,5.062
14,png,0,0,0,1,2341672,4.853
15,png,0,1,1,0,2357356,5.096
2,tiff,1,0,1,1,1612686,1.315
3,tiff,1,0,0,1,1612690,1.352
4,tiff,0,1,0,0,2762594,1.472
5,tiff,0,0,0,0,2762110,1.406
6,tiff,0,0,0,1,2745023,1.384
7,tiff,0,1,1,0,2761843,1.442
8,png,1,1,1,1,1577743,3.106
9,png,1,1,0,1,1577761,3.123
