configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,19793312,1.779
1,tiff,1,1,0,1,19794269,1.756
10,png,1,0,1,1,17127929,26.652
11,png,1,0,0,1,17127925,26.984
12,png,0,1,0,0,23316500,44.145
13,png,0,0,0,0,23316534,43.991
14,png,0,0,0,1,23316521,44.003
15,png,0,1,1,0,23316508,44.412
2,tiff,1,0,1,1,19793318,1.785
3,tiff,1,0,0,1,19793298,1.753
4,tiff,0,1,0,0,27556979,2.482
5,tiff,0,0,0,0,27556490,2.547
6,tiff,0,0,0,1,27556010,2.482
7,tiff,0,1,1,0,27556606,2.487
8,png,1,1,1,1,17127923,26.927
9,png,1,1,0,1,17127925,26.658
