configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1078441,1.28
1,tiff,1,1,0,1,1077950,1.164
10,png,1,0,1,1,1295171,1.649
11,png,1,0,0,1,1294757,1.569
12,png,0,1,0,0,1294412,1.641
13,png,0,0,0,0,1294387,1.57
14,png,0,0,0,1,1294391,1.559
15,png,0,1,1,0,1294095,1.647
2,tiff,1,0,1,1,1078006,1.193
3,tiff,1,0,0,1,1079250,1.131
4,tiff,0,1,0,0,1077272,1.197
5,tiff,0,0,0,0,1079508,1.178
6,tiff,0,0,0,1,1077625,1.165
7,tiff,0,1,1,0,1079159,1.149
8,png,1,1,1,1,1294392,1.557
9,png,1,1,0,1,1294279,1.544
