configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,22681153,3.642
1,tiff,1,1,0,1,22681023,3.686
10,png,1,0,1,1,19908128,27.76
11,png,1,0,0,1,19907775,27.831
12,png,0,1,0,0,22149775,31.039
13,png,0,0,0,0,22149830,30.796
14,png,0,0,0,1,22149742,31.014
15,png,0,1,1,0,22149858,30.88
2,tiff,1,0,1,1,22681159,3.701
3,tiff,1,0,0,1,22682286,3.643
4,tiff,0,1,0,0,29322323,3.925
5,tiff,0,0,0,0,29319887,3.928
6,tiff,0,0,0,1,29320538,3.837
7,tiff,0,1,1,0,29321979,3.873
8,png,1,1,1,1,19907752,27.847
9,png,1,1,0,1,19907945,27.76
