configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3409124,0.975
1,tiff,1,1,0,1,3408812,0.885
10,png,1,0,1,1,3288269,1.943
11,png,1,0,0,1,3288248,1.944
12,png,0,1,0,0,13922426,8.768
13,png,0,0,0,0,13922436,8.735
14,png,0,0,0,1,13922426,8.733
15,png,0,1,1,0,13922355,8.721
2,tiff,1,0,1,1,3409100,0.843
3,tiff,1,0,0,1,3409204,0.863
4,tiff,0,1,0,0,21405750,1.108
5,tiff,0,0,0,0,21406085,1.145
6,tiff,0,0,0,1,21406048,1.113
7,tiff,0,1,1,0,21405935,1.12
8,png,1,1,1,1,3288287,2.04
9,png,1,1,0,1,3288366,1.944
