configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2049175,1.044
1,tiff,1,1,0,1,2049202,0.948
10,png,1,0,1,1,1786186,5.836
11,png,1,0,0,1,1786198,5.81
12,png,0,1,0,0,1786176,5.819
13,png,0,0,0,0,1786178,5.822
14,png,0,0,0,1,1786180,5.771
15,png,0,1,1,0,1786181,5.822
2,tiff,1,0,1,1,2049193,0.922
3,tiff,1,0,0,1,2049169,1.813
4,tiff,0,1,0,0,2049170,0.935
5,tiff,0,0,0,0,2049210,0.938
6,tiff,0,0,0,1,2049175,0.92
7,tiff,0,1,1,0,2049175,0.951
8,png,1,1,1,1,1786198,5.83
9,png,1,1,0,1,1786193,5.778
