configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,163527,0.13
1,tiff,1,1,0,1,163527,0.061
10,png,1,0,1,1,166822,0.087
11,png,1,0,0,1,166822,0.095
12,png,0,1,0,0,1370930,1.558
13,png,0,0,0,0,1370926,1.536
14,png,0,0,0,1,1367028,1.534
15,png,0,1,1,0,1370920,1.559
2,tiff,1,0,1,1,163527,0.056
3,tiff,1,0,0,1,163527,0.06
4,tiff,0,1,0,0,2107860,0.104
5,tiff,0,0,0,0,2107860,0.102
6,tiff,0,0,0,1,2104816,0.104
7,tiff,0,1,1,0,2107859,0.108
8,png,1,1,1,1,166825,0.091
9,png,1,1,0,1,166817,0.092
