configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4001956,1.276
1,tiff,1,1,0,1,4001961,1.027
10,png,1,0,1,1,4623739,5.206
11,png,1,0,0,1,4623724,5.305
12,png,0,1,0,0,6601809,7.31
13,png,0,0,0,0,6601813,7.288
14,png,0,0,0,1,6601804,7.353
15,png,0,1,1,0,6601798,7.33
2,tiff,1,0,1,1,4001953,1.025
3,tiff,1,0,0,1,4001958,1.029
4,tiff,0,1,0,0,6642648,1.163
5,tiff,0,0,0,0,6642670,1.184
6,tiff,0,0,0,1,6642636,1.182
7,tiff,0,1,1,0,6642665,1.161
8,png,1,1,1,1,4623735,5.213
9,png,1,1,0,1,4623721,5.192
