configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4029535,1.199
1,tiff,1,1,0,1,4029545,1.026
10,png,1,0,1,1,3635177,8.001
11,png,1,0,0,1,3635174,7.938
12,png,0,1,0,0,3635165,7.962
13,png,0,0,0,0,3635169,7.965
14,png,0,0,0,1,3635169,7.958
15,png,0,1,1,0,3635171,7.956
2,tiff,1,0,1,1,4029538,1.028
3,tiff,1,0,0,1,4029543,1.023
4,tiff,0,1,0,0,4029542,1.053
5,tiff,0,0,0,0,4029531,1.053
6,tiff,0,0,0,1,4029531,1.056
7,tiff,0,1,1,0,4029539,1.055
8,png,1,1,1,1,3635175,7.918
9,png,1,1,0,1,3635172,7.956
