configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,5758052,1.717
1,tiff,1,1,0,1,5758058,1.74
10,png,1,0,1,1,4737386,14.769
11,png,1,0,0,1,4737380,14.724
12,png,0,1,0,0,4874512,14.871
13,png,0,0,0,0,4874514,14.884
14,png,0,0,0,1,4874514,14.857
15,png,0,1,1,0,4874512,15.047
2,tiff,1,0,1,1,5758053,1.781
3,tiff,1,0,0,1,5758055,1.729
4,tiff,0,1,0,0,5989270,1.776
5,tiff,0,0,0,0,5989267,1.823
6,tiff,0,0,0,1,5989271,1.776
7,tiff,0,1,1,0,5989264,1.772
8,png,1,1,1,1,4737379,14.69
9,png,1,1,0,1,4737385,14.725
