configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4982910,2.403
1,tiff,1,1,0,1,4981662,2.307
10,png,1,0,1,1,4315456,9.834
11,png,1,0,0,1,4315466,9.738
12,png,0,1,0,0,7033787,12.327
13,png,0,0,0,0,7033838,12.271
14,png,0,0,0,1,7033584,12.303
15,png,0,1,1,0,7033741,12.306
2,tiff,1,0,1,1,4984409,2.276
3,tiff,1,0,0,1,4982745,2.28
4,tiff,0,1,0,0,9251699,2.398
5,tiff,0,0,0,0,9252426,2.421
6,tiff,0,0,0,1,9251929,2.389
7,tiff,0,1,1,0,9252187,2.356
8,png,1,1,1,1,4315476,9.739
9,png,1,1,0,1,4315468,9.791
