configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4492526,2.477
1,tiff,1,1,0,1,4492527,2.271
10,png,1,0,1,1,3099701,8.336
11,png,1,0,0,1,3099717,8.426
12,png,0,1,0,0,6309333,12.437
13,png,0,0,0,0,6309294,12.577
14,png,0,0,0,1,6308880,12.426
15,png,0,1,1,0,6309336,12.528
2,tiff,1,0,1,1,4492526,2.236
3,tiff,1,0,0,1,4492516,2.263
4,tiff,0,1,0,0,9888499,2.361
5,tiff,0,0,0,0,9888366,2.401
6,tiff,0,0,0,1,9888063,2.331
7,tiff,0,1,1,0,9888343,2.305
8,png,1,1,1,1,3099696,8.412
9,png,1,1,0,1,3099715,8.378
