configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,312171,0.358
1,tiff,1,1,0,1,312171,0.181
10,png,1,0,1,1,263336,0.415
11,png,1,0,0,1,263303,0.412
12,png,0,1,0,0,1097424,2.855
13,png,0,0,0,0,1097426,2.802
14,png,0,0,0,1,1097424,2.827
15,png,0,1,1,0,1097424,2.825
2,tiff,1,0,1,1,312175,0.182
3,tiff,1,0,0,1,312175,0.174
4,tiff,0,1,0,0,1562893,0.21
5,tiff,0,0,0,0,1562893,0.215
6,tiff,0,0,0,1,1562892,0.213
7,tiff,0,1,1,0,1562892,0.185
8,png,1,1,1,1,263334,0.384
9,png,1,1,0,1,263302,0.384
