configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1245020,0.358
1,tiff,1,1,0,1,1245018,0.241
10,png,1,0,1,1,1320534,0.827
11,png,1,0,0,1,1320532,0.77
12,png,0,1,0,0,6109645,3.367
13,png,0,0,0,0,6109641,3.375
14,png,0,0,0,1,6109652,3.377
15,png,0,1,1,0,6109643,3.432
2,tiff,1,0,1,1,1245013,0.236
3,tiff,1,0,0,1,1245013,0.211
4,tiff,0,1,0,0,7373234,0.362
5,tiff,0,0,0,0,7373240,0.378
6,tiff,0,0,0,1,7373228,0.38
7,tiff,0,1,1,0,7373254,0.401
8,png,1,1,1,1,1320542,0.74
9,png,1,1,0,1,1320531,0.761
