configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,864293,0.485
1,tiff,1,1,0,1,864296,0.383
10,png,1,0,1,1,887112,1.632
11,png,1,0,0,1,887123,1.623
12,png,0,1,0,0,2404254,3.893
13,png,0,0,0,0,2404253,3.849
14,png,0,0,0,1,2404273,3.831
15,png,0,1,1,0,2404269,3.865
2,tiff,1,0,1,1,864300,0.372
3,tiff,1,0,0,1,864308,0.372
4,tiff,0,1,0,0,2438175,0.721
5,tiff,0,0,0,0,2438089,0.671
6,tiff,0,0,0,1,2438186,0.67
7,tiff,0,1,1,0,2438146,0.673
8,png,1,1,1,1,887110,1.593
9,png,1,1,0,1,887097,1.657
