configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,826080,0.132
1,tiff,1,1,0,1,826080,0.068
10,png,1,0,1,1,826080,0.065
11,png,1,0,0,1,826080,0.064
12,png,0,1,0,0,1309595,2.06
13,png,0,0,0,0,1309593,2.095
14,png,0,0,0,1,826084,0.058
15,png,0,1,1,0,1309588,2.007
2,tiff,1,0,1,1,826090,0.058
3,tiff,1,0,0,1,826090,0.065
4,tiff,0,1,0,0,1383439,0.422
5,tiff,0,0,0,0,1383445,0.384
6,tiff,0,0,0,1,826088,0.066
7,tiff,0,1,1,0,1383451,0.383
8,png,1,1,1,1,826088,0.058
9,png,1,1,0,1,826088,0.065
