configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1236085,0.75
1,tiff,1,1,0,1,1236105,0.747
10,png,1,0,1,1,1183002,0.958
11,png,1,0,0,1,1183640,0.988
12,png,0,1,0,0,3146479,4.158
13,png,0,0,0,0,3145767,4.117
14,png,0,0,0,1,3147271,4.169
15,png,0,1,1,0,3146076,4.15
2,tiff,1,0,1,1,1236098,0.676
3,tiff,1,0,0,1,1236099,0.714
4,tiff,0,1,0,0,3534842,0.811
5,tiff,0,0,0,0,3535184,0.822
6,tiff,0,0,0,1,3534997,0.786
7,tiff,0,1,1,0,3534999,0.803
8,png,1,1,1,1,1183372,0.953
9,png,1,1,0,1,1183017,1.028
