configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1838748,1.552
1,tiff,1,1,0,1,1837736,1.45
10,png,1,0,1,1,1813094,1.554
11,png,1,0,0,1,1813421,1.519
12,png,0,1,0,0,8595206,19.043
13,png,0,0,0,0,8610617,22.343
14,png,0,0,0,1,16275190,12.531
15,png,0,1,1,0,9404811,23.782
2,tiff,1,0,1,1,10564591,1.385
3,tiff,1,0,0,1,10564771,1.8
4,tiff,0,1,0,0,21875909,11.032
5,tiff,0,0,0,0,21878725,15.319
6,tiff,0,0,0,1,31298597,3.121
7,tiff,0,1,1,0,21894674,14.629
8,png,1,1,1,1,21913177,1.828
9,png,1,1,0,1,21913119,1.898
