configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3552396,0.482
1,tiff,1,1,0,1,3552419,0.437
10,png,1,0,1,1,3165507,1.881
11,png,1,0,0,1,3165519,1.887
12,png,0,1,0,0,8908040,5.596
13,png,0,0,0,0,8908040,5.571
14,png,0,0,0,1,8908043,5.621
15,png,0,1,1,0,8908053,5.582
2,tiff,1,0,1,1,3552401,0.46
3,tiff,1,0,0,1,3552405,0.443
4,tiff,0,1,0,0,11647638,0.586
5,tiff,0,0,0,0,11647647,0.564
6,tiff,0,0,0,1,11647622,0.602
7,tiff,0,1,1,0,11647649,0.568
8,png,1,1,1,1,3165486,1.864
9,png,1,1,0,1,3165483,1.865
