configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,2378598,0.739
1,tiff,1,1,0,1,2378775,0.623
10,png,1,0,1,1,2399910,5.618
11,png,1,0,0,1,2399891,5.663
12,png,0,1,0,0,2399866,5.698
13,png,0,0,0,0,2399798,5.64
14,png,0,0,0,1,2399879,5.686
15,png,0,1,1,0,2399914,5.682
2,tiff,1,0,1,1,2378718,0.663
3,tiff,1,0,0,1,2378780,0.662
4,tiff,0,1,0,0,2378595,0.628
5,tiff,0,0,0,0,2378250,0.687
6,tiff,0,0,0,1,2378821,0.626
7,tiff,0,1,1,0,2378897,0.666
8,png,1,1,1,1,2399832,5.684
9,png,1,1,0,1,2399848,5.702
