configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,468566,1.566
1,tiff,1,1,0,1,468571,1.599
10,png,1,0,1,1,546311,2.159
11,png,1,0,0,1,546312,2.154
12,png,0,1,0,0,1011505,2.547
13,png,0,0,0,0,1011498,2.554
14,png,0,0,0,1,1011507,2.552
15,png,0,1,1,0,1011498,2.516
2,tiff,1,0,1,1,468571,1.602
3,tiff,1,0,0,1,468573,1.643
4,tiff,0,1,0,0,891137,1.595
5,tiff,0,0,0,0,891133,1.597
6,tiff,0,0,0,1,891131,1.59
7,tiff,0,1,1,0,891132,1.619
8,png,1,1,1,1,546312,2.146
9,png,1,1,0,1,546311,2.126
