configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1652052,0.221
1,tiff,1,1,0,1,1652054,0.151
10,png,1,0,1,1,1676436,0.247
11,png,1,0,0,1,1676436,0.249
12,png,0,1,0,0,2083200,0.687
13,png,0,0,0,0,2083206,0.661
14,png,0,0,0,1,2083200,0.683
15,png,0,1,1,0,2083202,0.665
2,tiff,1,0,1,1,1652054,0.129
3,tiff,1,0,0,1,1652054,0.15
4,tiff,0,1,0,0,2431453,0.157
5,tiff,0,0,0,0,2431453,0.173
6,tiff,0,0,0,1,2431453,0.171
7,tiff,0,1,1,0,2430590,0.175
8,png,1,1,1,1,1676434,0.284
9,png,1,1,0,1,1676437,0.243
