configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,10197505,0.407
1,tiff,1,1,0,1,10197501,0.428
10,png,1,0,1,1,10197505,0.489
11,png,1,0,0,1,10197377,0.401
12,png,0,1,0,0,28828518,34.63
13,png,0,0,0,0,28828512,34.846
14,png,0,0,0,1,28828491,34.547
15,png,0,1,1,0,28828538,34.867
2,tiff,1,0,1,1,10197501,0.451
3,tiff,1,0,0,1,10197507,0.403
4,tiff,0,1,0,0,37164457,1.552
5,tiff,0,0,0,0,37164153,1.545
6,tiff,0,0,0,1,37164791,1.559
7,tiff,0,1,1,0,37164149,1.587
8,png,1,1,1,1,10197246,0.401
9,png,1,1,0,1,10197518,0.407
