configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6417718,18.434
1,tiff,1,1,0,1,6417764,17.991
10,png,1,0,1,1,4926836,24.517
11,png,1,0,0,1,4926838,24.336
12,png,0,1,0,0,5620268,25.506
13,png,0,0,0,0,5620262,25.637
14,png,0,0,0,1,5620372,25.558
15,png,0,1,1,0,5620298,25.654
2,tiff,1,0,1,1,6417727,17.931
3,tiff,1,0,0,1,6417829,18.001
4,tiff,0,1,0,0,7135479,18.05
5,tiff,0,0,0,0,7135500,18.037
6,tiff,0,0,0,1,7136267,18.112
7,tiff,0,1,1,0,7135366,18.045
8,png,1,1,1,1,4926817,24.345
9,png,1,1,0,1,4926889,24.54
