configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1132299,0.443
1,tiff,1,1,0,1,1132317,0.366
10,png,1,0,1,1,685554,1.655
11,png,1,0,0,1,685549,1.577
12,png,0,1,0,0,2846125,6.139
13,png,0,0,0,0,2846135,6.113
14,png,0,0,0,1,2846142,6.161
15,png,0,1,1,0,2846126,6.105
2,tiff,1,0,1,1,1132299,0.39
3,tiff,1,0,0,1,1132272,0.392
4,tiff,0,1,0,0,4857649,1.138
5,tiff,0,0,0,0,4857562,1.109
6,tiff,0,0,0,1,4857641,1.149
7,tiff,0,1,1,0,4857663,1.129
8,png,1,1,1,1,685544,1.584
9,png,1,1,0,1,685587,1.567
