configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1790059,0.201
1,tiff,1,1,0,1,1790068,0.155
10,png,1,0,1,1,1655392,1.966
11,png,1,0,0,1,1655410,2.057
12,png,0,1,0,0,4997323,5.973
13,png,0,0,0,0,4997333,6.009
14,png,0,0,0,1,4997305,6.017
15,png,0,1,1,0,4997330,6.062
2,tiff,1,0,1,1,1790050,0.155
3,tiff,1,0,0,1,1790248,0.135
4,tiff,0,1,0,0,6577703,0.487
5,tiff,0,0,0,0,6577764,0.496
6,tiff,0,0,0,1,6577788,0.532
7,tiff,0,1,1,0,6577756,0.505
8,png,1,1,1,1,1655391,1.996
9,png,1,1,0,1,1655406,1.984
