configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,23103462,0.097
1,tiff,1,1,0,1,23103462,0.062
10,png,1,0,1,1,23103462,0.056
11,png,1,0,0,1,23103462,0.069
12,png,0,1,0,0,23103462,0.07
13,png,0,0,0,0,23103462,0.063
14,png,0,0,0,1,23103462,0.061
15,png,0,1,1,0,23103462,0.061
2,tiff,1,0,1,1,23103462,0.06
3,tiff,1,0,0,1,23103462,0.062
4,tiff,0,1,0,0,23103462,0.056
5,tiff,0,0,0,0,23103462,0.069
6,tiff,0,0,0,1,23103462,0.07
7,tiff,0,1,1,0,23103462,0.06
8,png,1,1,1,1,23103462,0.069
9,png,1,1,0,1,23103462,0.069
