configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3065044,0.673
1,tiff,1,1,0,1,3065059,0.379
10,png,1,0,1,1,2507027,2.978
11,png,1,0,0,1,2507043,3.028
12,png,0,1,0,0,5626453,9.328
13,png,0,0,0,0,5626449,9.386
14,png,0,0,0,1,5626460,9.51
15,png,0,1,1,0,5626479,9.323
2,tiff,1,0,1,1,3065133,0.382
3,tiff,1,0,0,1,3065053,0.355
4,tiff,0,1,0,0,8205735,0.533
5,tiff,0,0,0,0,8205704,0.511
6,tiff,0,0,0,1,8205697,0.499
7,tiff,0,1,1,0,8205728,0.509
8,png,1,1,1,1,2507010,3.001
9,png,1,1,0,1,2507021,3.043
