configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1555970,0.196
1,tiff,1,1,0,1,1555970,0.122
10,png,1,0,1,1,1555966,0.115
11,png,1,0,0,1,1555966,0.118
12,png,0,1,0,0,2913135,1.889
13,png,0,0,0,0,2913136,1.827
14,png,0,0,0,1,2913132,1.862
15,png,0,1,1,0,2913136,1.84
2,tiff,1,0,1,1,1555963,0.103
3,tiff,1,0,0,1,1555964,0.105
4,tiff,0,1,0,0,5128346,0.205
5,tiff,0,0,0,0,5128346,0.207
6,tiff,0,0,0,1,5128351,0.218
7,tiff,0,1,1,0,5128352,0.221
8,png,1,1,1,1,1555965,0.121
9,png,1,1,0,1,1555967,0.101
