configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1616808,1.025
1,tiff,1,1,0,1,1616390,0.757
10,png,1,0,1,1,1575809,2.658
11,png,1,0,0,1,1575831,2.695
12,png,0,1,0,0,1575806,2.722
13,png,0,0,0,0,1575812,2.684
14,png,0,0,0,1,1575836,2.704
15,png,0,1,1,0,1575833,2.68
2,tiff,1,0,1,1,1616833,0.767
3,tiff,1,0,0,1,1616408,0.735
4,tiff,0,1,0,0,1616396,0.737
5,tiff,0,0,0,0,1616796,0.741
6,tiff,0,0,0,1,1616392,0.736
7,tiff,0,1,1,0,1616391,0.769
8,png,1,1,1,1,1575801,2.687
9,png,1,1,0,1,1575820,2.663
