configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1341441,0.437
1,tiff,1,1,0,1,1341435,0.437
10,png,1,0,1,1,1049216,2.808
11,png,1,0,0,1,1049228,2.836
12,png,0,1,0,0,1049223,2.818
13,png,0,0,0,0,1049224,2.857
14,png,0,0,0,1,1049233,2.804
15,png,0,1,1,0,1049208,2.827
2,tiff,1,0,1,1,1341754,0.463
3,tiff,1,0,0,1,1341427,0.437
4,tiff,0,1,0,0,1341434,0.434
5,tiff,0,0,0,0,1341446,0.433
6,tiff,0,0,0,1,1341597,0.432
7,tiff,0,1,1,0,1341344,0.462
8,png,1,1,1,1,1049219,3.009
9,png,1,1,0,1,1049229,2.83
