configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1687183,0.369
1,tiff,1,1,0,1,1687396,0.321
10,png,1,0,1,1,1227045,1.149
11,png,1,0,0,1,1227123,1.175
12,png,0,1,0,0,1990451,2.361
13,png,0,0,0,0,1990436,2.36
14,png,0,0,0,1,1990453,2.409
15,png,0,1,1,0,1990436,2.362
2,tiff,1,0,1,1,1687202,0.322
3,tiff,1,0,0,1,1687200,0.352
4,tiff,0,1,0,0,2730611,0.403
5,tiff,0,0,0,0,2730367,0.403
6,tiff,0,0,0,1,2730333,0.399
7,tiff,0,1,1,0,2730588,0.419
8,png,1,1,1,1,1227123,1.228
9,png,1,1,0,1,1227070,1.177
