configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1149223,0.176
1,tiff,1,1,0,1,1149223,0.113
10,png,1,0,1,1,1149223,0.099
11,png,1,0,0,1,1149223,0.098
12,png,0,1,0,0,1892412,3.263
13,png,0,0,0,0,1892412,3.228
14,png,0,0,0,1,1149224,0.113
15,png,0,1,1,0,1892416,3.26
2,tiff,1,0,1,1,1149227,0.116
3,tiff,1,0,0,1,1149227,0.109
4,tiff,0,1,0,0,2024189,0.501
5,tiff,0,0,0,0,2024193,0.494
6,tiff,0,0,0,1,1149223,0.099
7,tiff,0,1,1,0,2024191,0.469
8,png,1,1,1,1,1149223,0.1
9,png,1,1,0,1,1149223,0.114
