configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,266293,0.427
1,tiff,1,1,0,1,266914,0.395
10,png,1,0,1,1,296484,0.393
11,png,1,0,0,1,296474,0.396
12,png,0,1,0,0,1491408,1.038
13,png,0,0,0,0,1491859,1.058
14,png,0,0,0,1,1489981,1.067
15,png,0,1,1,0,1491404,1.029
2,tiff,1,0,1,1,266305,0.388
3,tiff,1,0,0,1,266309,0.39
4,tiff,0,1,0,0,1910752,0.425
5,tiff,0,0,0,0,1909063,0.45
6,tiff,0,0,0,1,1906653,0.513
7,tiff,0,1,1,0,1909060,0.449
8,png,1,1,1,1,297585,0.386
9,png,1,1,0,1,296490,0.402
