configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3263289,3.534
1,tiff,1,1,0,1,3263292,3.49
10,png,1,0,1,1,2337674,12.441
11,png,1,0,0,1,2337670,12.447
12,png,0,1,0,0,2337667,12.334
13,png,0,0,0,0,2337667,12.413
14,png,0,0,0,1,2337662,12.405
15,png,0,1,1,0,2337666,12.453
2,tiff,1,0,1,1,3261969,3.533
3,tiff,1,0,0,1,3261959,3.532
4,tiff,0,1,0,0,3261961,3.574
5,tiff,0,0,0,0,3261961,3.469
6,tiff,0,0,0,1,3263283,3.53
7,tiff,0,1,1,0,3261985,3.522
8,png,1,1,1,1,2337668,12.432
9,png,1,1,0,1,2337674,12.448
