configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1101960,1.863
1,tiff,1,1,0,1,1101958,1.812
10,png,1,0,1,1,833297,6.922
11,png,1,0,0,1,833301,6.962
12,png,0,1,0,0,839699,7.075
13,png,0,0,0,0,839705,7.118
14,png,0,0,0,1,839701,7.099
15,png,0,1,1,0,839695,7.127
2,tiff,1,0,1,1,1101957,1.79
3,tiff,1,0,0,1,1101953,1.813
4,tiff,0,1,0,0,1133891,1.91
5,tiff,0,0,0,0,1133888,1.834
6,tiff,0,0,0,1,1133890,1.861
7,tiff,0,1,1,0,1133878,1.866
8,png,1,1,1,1,833295,6.92
9,png,1,1,0,1,833293,6.923
