configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3954246,2.769
1,tiff,1,1,0,1,3955522,2.608
10,png,1,0,1,1,2438397,8.757
11,png,1,0,0,1,2438322,8.722
12,png,0,1,0,0,7699322,22.021
13,png,0,0,0,0,7699315,21.986
14,png,0,0,0,1,7699512,22.081
15,png,0,1,1,0,7699274,21.955
2,tiff,1,0,1,1,3954813,2.607
3,tiff,1,0,0,1,3955825,2.617
4,tiff,0,1,0,0,9835317,3.374
5,tiff,0,0,0,0,9833916,3.332
6,tiff,0,0,0,1,9832730,3.396
7,tiff,0,1,1,0,9834967,3.388
8,png,1,1,1,1,2438363,8.715
9,png,1,1,0,1,2438308,8.701
