configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,21913119,0.128
1,tiff,1,1,0,1,21913119,0.079
10,png,1,0,1,1,21913119,0.068
11,png,1,0,0,1,21913119,0.068
12,png,0,1,0,0,21913119,0.067
13,png,0,0,0,0,21913119,0.077
14,png,0,0,0,1,21913119,0.068
15,png,0,1,1,0,21913119,0.077
2,tiff,1,0,1,1,21913119,0.076
3,tiff,1,0,0,1,21913119,0.077
4,tiff,0,1,0,0,21913119,0.068
5,tiff,0,0,0,0,21913119,0.079
6,tiff,0,0,0,1,21913119,0.076
7,tiff,0,1,1,0,21913119,0.075
8,png,1,1,1,1,21913119,0.066
9,png,1,1,0,1,21913119,0.076
