configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,5616,0.041
1,50%,xz,-3,1,5608,0.037
10,100%,xz,-9,1,5408,0.045
11,50%,lzma,-6,16,5364,0.045
12,75%,xz,-3,32,5616,0.037
13,50%,lzma,-3,16,5561,0.04
14,50%,lzma,-6,32,5364,0.044
15,50%,xz,-6,32,5416,0.045
16,75%,lzma,-3,16,5561,0.039
17,75%,lzma,-6,32,5364,0.045
18,100%,lzma,-6,1,5364,0.043
19,75%,lzma,-3,1,5561,0.033
2,75%,xz,-9,16,5416,0.046
20,75%,lzma,-6,1,5364,0.043
21,75%,lzma,-6,16,5364,0.043
22,100%,xz,-9,32,5416,0.049
23,100%,xz,-9,16,5416,0.049
24,50%,lzma,-9,32,5364,0.048
25,50%,lzma,-3,32,5561,0.036
26,100%,xz,-3,1,5608,0.039
27,100%,lzma,-9,16,5364,0.046
28,100%,lzma,-3,1,5561,0.042
29,50%,lzma,-6,1,5364,0.047
3,100%,xz,-6,32,5416,0.047
4,50%,lzma,-3,1,5561,0.037
5,75%,xz,-3,1,5608,0.04
6,100%,lzma,-6,16,5364,0.047
7,75%,xz,-6,32,5416,0.051
8,50%,xz,-3,32,5616,0.037
9,75%,xz,-9,32,5416,0.049
