configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,17900,0.046
1,50%,xz,-3,1,17892,0.046
10,100%,xz,-9,1,17064,0.069
11,50%,lzma,-6,16,17019,0.058
12,75%,xz,-3,32,17900,0.046
13,50%,lzma,-3,16,17845,0.046
14,50%,lzma,-6,32,17019,0.055
15,50%,xz,-6,32,17072,0.056
16,75%,lzma,-3,16,17845,0.044
17,75%,lzma,-6,32,17019,0.06
18,100%,lzma,-6,1,17019,0.058
19,75%,lzma,-3,1,17845,0.045
2,75%,xz,-9,16,17072,0.075
20,75%,lzma,-6,1,17019,0.06
21,75%,lzma,-6,16,17019,0.061
22,100%,xz,-9,32,17072,0.072
23,100%,xz,-9,16,17072,0.072
24,50%,lzma,-9,32,17019,0.07
25,50%,lzma,-3,32,17845,0.046
26,100%,xz,-3,1,17892,0.051
27,100%,lzma,-9,16,17019,0.068
28,100%,lzma,-3,1,17845,0.046
29,50%,lzma,-6,1,17019,0.062
3,100%,xz,-6,32,17072,0.063
4,50%,lzma,-3,1,17845,0.044
5,75%,xz,-3,1,17892,0.044
6,100%,lzma,-6,16,17019,0.064
7,75%,xz,-6,32,17072,0.059
8,50%,xz,-3,32,17900,0.046
9,75%,xz,-9,32,17072,0.075
