configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.801
1,50%,xz,-3,1,2618064,1.811
10,100%,xz,-9,1,2426816,2.954
11,50%,lzma,-6,16,2426397,3.005
12,75%,xz,-3,32,2618072,1.825
13,50%,lzma,-3,16,2617615,1.837
14,50%,lzma,-6,32,2426397,2.916
15,50%,xz,-6,32,2426824,2.98
16,75%,lzma,-3,16,2617615,1.808
17,75%,lzma,-6,32,2426397,2.93
18,100%,lzma,-6,1,2426397,2.976
19,75%,lzma,-3,1,2617615,1.792
2,75%,xz,-9,16,2426824,2.975
20,75%,lzma,-6,1,2426397,2.942
21,75%,lzma,-6,16,2426397,2.968
22,100%,xz,-9,32,2426824,2.993
23,100%,xz,-9,16,2426824,2.982
24,50%,lzma,-9,32,2426397,2.981
25,50%,lzma,-3,32,2617615,1.795
26,100%,xz,-3,1,2618064,1.811
27,100%,lzma,-9,16,2426397,2.96
28,100%,lzma,-3,1,2617615,1.774
29,50%,lzma,-6,1,2426397,2.912
3,100%,xz,-6,32,2426824,2.97
4,50%,lzma,-3,1,2617615,1.78
5,75%,xz,-3,1,2618064,1.814
6,100%,lzma,-6,16,2426397,2.962
7,75%,xz,-6,32,2426824,2.937
8,50%,xz,-3,32,2618072,1.82
9,75%,xz,-9,32,2426824,2.948
